Cluster_norm,Cluster
Cluster-33575.3,Cluster_33575_3.p2
Cluster-33575.3,Cluster_33575_3.p3
Cluster-33575.3,Cluster_33575_3.p4
Cluster-33575.2,Cluster_33575_2.p1
Cluster-33575.1,Cluster_33575_1.p1
Cluster-33575.1,Cluster_33575_1.p2
Cluster-33575.1,Cluster_33575_1.p3
Cluster-33575.1,Cluster_33575_1.p4
Cluster-33575.1,Cluster_33575_1.p5
Cluster-33575.1,Cluster_33575_1.p6
Cluster-33575.1,Cluster_33575_1.p7
Cluster-33575.1,Cluster_33575_1.p8
Cluster-33575.0,Cluster_33575_0.p1
Cluster-37256.15,Cluster_37256_15.p1
Cluster-41812.0,Cluster_41812_0.p1
Cluster-4403.0,Cluster_4403_0.p1
Cluster-41812.1,Cluster_41812_1.p1
Cluster-41812.1,Cluster_41812_1.p2
Cluster-39324.1,Cluster_39324_1.p1
Cluster-39324.1,Cluster_39324_1.p2
Cluster-39324.0,Cluster_39324_0.p1
Cluster-39324.0,Cluster_39324_0.p2
Cluster-39324.0,Cluster_39324_0.p3
Cluster-46869.0,Cluster_46869_0.p1
Cluster-39019.0,Cluster_39019_0.p1
Cluster-2908.0,Cluster_2908_0.p1
Cluster-2908.0,Cluster_2908_0.p2
Cluster-2908.0,Cluster_2908_0.p3
Cluster-2908.1,Cluster_2908_1.p1
Cluster-2908.1,Cluster_2908_1.p2
Cluster-2908.1,Cluster_2908_1.p3
Cluster-10561.0,Cluster_10561_0.p1
Cluster-10561.0,Cluster_10561_0.p2
Cluster-54940.3,Cluster_54940_3.p1
Cluster-23333.0,Cluster_23333_0.p1
Cluster-55601.0,Cluster_55601_0.p1
Cluster-62508.0,Cluster_62508_0.p1
Cluster-62508.0,Cluster_62508_0.p2
Cluster-53896.2,Cluster_53896_2.p1
Cluster-26840.0,Cluster_26840_0.p1
Cluster-27306.0,Cluster_27306_0.p1
Cluster-49752.0,Cluster_49752_0.p1
Cluster-49752.0,Cluster_49752_0.p2
Cluster-49752.0,Cluster_49752_0.p3
Cluster-49752.0,Cluster_49752_0.p4
Cluster-49752.0,Cluster_49752_0.p5
Cluster-49752.0,Cluster_49752_0.p6
Cluster-49752.0,Cluster_49752_0.p7
Cluster-36451.1,Cluster_36451_1.p1
Cluster-36451.1,Cluster_36451_1.p2
Cluster-36451.0,Cluster_36451_0.p1
Cluster-36451.0,Cluster_36451_0.p2
Cluster-46690.0,Cluster_46690_0.p1
Cluster-46690.0,Cluster_46690_0.p2
Cluster-46690.0,Cluster_46690_0.p3
Cluster-46690.0,Cluster_46690_0.p4
Cluster-51214.0,Cluster_51214_0.p1
Cluster-51214.0,Cluster_51214_0.p2
Cluster-54449.0,Cluster_54449_0.p1
Cluster-54449.1,Cluster_54449_1.p1
Cluster-60922.0,Cluster_60922_0.p1
Cluster-50398.1,Cluster_50398_1.p1
Cluster-43300.2,Cluster_43300_2.p1
Cluster-43300.2,Cluster_43300_2.p2
Cluster-43300.2,Cluster_43300_2.p3
Cluster-29851.1,Cluster_29851_1.p1
Cluster-29851.0,Cluster_29851_0.p1
Cluster-42605.0,Cluster_42605_0.p1
Cluster-42605.0,Cluster_42605_0.p2
Cluster-42605.0,Cluster_42605_0.p3
Cluster-42605.0,Cluster_42605_0.p4
Cluster-21346.0,Cluster_21346_0.p1
Cluster-21346.0,Cluster_21346_0.p2
Cluster-21346.0,Cluster_21346_0.p3
Cluster-21346.1,Cluster_21346_1.p1
Cluster-21346.2,Cluster_21346_2.p1
Cluster-32958.0,Cluster_32958_0.p1
Cluster-27680.0,Cluster_27680_0.p1
Cluster-43300.3,Cluster_43300_3.p1
Cluster-43300.3,Cluster_43300_3.p2
Cluster-43300.3,Cluster_43300_3.p3
Cluster-57611.1,Cluster_57611_1.p1
Cluster-57611.1,Cluster_57611_1.p2
Cluster-47598.1,Cluster_47598_1.p1
Cluster-34374.0,Cluster_34374_0.p1
Cluster-34374.0,Cluster_34374_0.p2
Cluster-2855.1,Cluster_2855_1.p1
Cluster-2855.7,Cluster_2855_7.p1
Cluster-12969.11,Cluster_12969_11.p1
Cluster-12969.11,Cluster_12969_11.p2
Cluster-12969.10,Cluster_12969_10.p1
Cluster-36027.0,Cluster_36027_0.p1
Cluster-61913.0,Cluster_61913_0.p1
Cluster-61913.0,Cluster_61913_0.p2
Cluster-62520.0,Cluster_62520_0.p1
Cluster-9177.2,Cluster_9177_2.p1
Cluster-9177.0,Cluster_9177_0.p1
Cluster-27508.0,Cluster_27508_0.p1
Cluster-40910.5,Cluster_40910_5.p1
Cluster-40910.8,Cluster_40910_8.p1
Cluster-19263.0,Cluster_19263_0.p1
Cluster-6790.5,Cluster_6790_5.p1
Cluster-29201.6,Cluster_29201_6.p1
Cluster-29201.7,Cluster_29201_7.p1
Cluster-29201.5,Cluster_29201_5.p1
Cluster-29201.2,Cluster_29201_2.p1
Cluster-29201.2,Cluster_29201_2.p2
Cluster-29201.3,Cluster_29201_3.p1
Cluster-29201.0,Cluster_29201_0.p1
Cluster-29201.1,Cluster_29201_1.p1
Cluster-42693.0,Cluster_42693_0.p1
Cluster-42693.0,Cluster_42693_0.p2
Cluster-42693.0,Cluster_42693_0.p3
Cluster-32615.0,Cluster_32615_0.p1
Cluster-7569.0,Cluster_7569_0.p1
Cluster-29879.0,Cluster_29879_0.p1
Cluster-29879.0,Cluster_29879_0.p2
Cluster-29879.0,Cluster_29879_0.p3
Cluster-29879.0,Cluster_29879_0.p4
Cluster-13276.0,Cluster_13276_0.p1
Cluster-13276.2,Cluster_13276_2.p1
Cluster-61890.0,Cluster_61890_0.p1
Cluster-22132.0,Cluster_22132_0.p1
Cluster-61731.0,Cluster_61731_0.p1
Cluster-61731.0,Cluster_61731_0.p2
Cluster-61731.1,Cluster_61731_1.p1
Cluster-56520.0,Cluster_56520_0.p1
Cluster-55191.0,Cluster_55191_0.p1
Cluster-33298.17,Cluster_33298_17.p1
Cluster-35157.0,Cluster_35157_0.p1
Cluster-40345.0,Cluster_40345_0.p1
Cluster-40345.0,Cluster_40345_0.p2
Cluster-53052.0,Cluster_53052_0.p1
Cluster-53052.0,Cluster_53052_0.p2
Cluster-41855.12,Cluster_41855_12.p1
Cluster-1762.0,Cluster_1762_0.p1
Cluster-55806.0,Cluster_55806_0.p1
Cluster-13008.0,Cluster_13008_0.p1
Cluster-50747.0,Cluster_50747_0.p1
Cluster-50747.0,Cluster_50747_0.p2
Cluster-43541.0,Cluster_43541_0.p1
Cluster-26860.2,Cluster_26860_2.p1
Cluster-26860.2,Cluster_26860_2.p2
Cluster-26860.0,Cluster_26860_0.p1
Cluster-26860.0,Cluster_26860_0.p2
Cluster-26860.1,Cluster_26860_1.p1
Cluster-26860.1,Cluster_26860_1.p2
Cluster-9825.4,Cluster_9825_4.p1
Cluster-44971.0,Cluster_44971_0.p1
Cluster-22563.1,Cluster_22563_1.p1
Cluster-22563.2,Cluster_22563_2.p1
Cluster-37457.2,Cluster_37457_2.p1
Cluster-37457.0,Cluster_37457_0.p1
Cluster-37457.0,Cluster_37457_0.p2
Cluster-37457.1,Cluster_37457_1.p1
Cluster-37457.6,Cluster_37457_6.p1
Cluster-37457.4,Cluster_37457_4.p1
Cluster-37457.5,Cluster_37457_5.p1
Cluster-49228.0,Cluster_49228_0.p1
Cluster-49228.0,Cluster_49228_0.p2
Cluster-49228.0,Cluster_49228_0.p3
Cluster-49228.0,Cluster_49228_0.p4
Cluster-9296.0,Cluster_9296_0.p1
Cluster-44878.0,Cluster_44878_0.p1
Cluster-61567.0,Cluster_61567_0.p1
Cluster-61567.0,Cluster_61567_0.p2
Cluster-61567.0,Cluster_61567_0.p3
Cluster-52813.0,Cluster_52813_0.p1
Cluster-52813.0,Cluster_52813_0.p2
Cluster-52813.0,Cluster_52813_0.p3
Cluster-61426.1,Cluster_61426_1.p1
Cluster-61426.0,Cluster_61426_0.p1
Cluster-62812.0,Cluster_62812_0.p1
Cluster-62812.0,Cluster_62812_0.p2
Cluster-15409.1,Cluster_15409_1.p1
Cluster-15409.1,Cluster_15409_1.p2
Cluster-15409.0,Cluster_15409_0.p1
Cluster-15409.0,Cluster_15409_0.p2
Cluster-53267.1,Cluster_53267_1.p1
Cluster-20896.1,Cluster_20896_1.p1
Cluster-41234.1,Cluster_41234_1.p1
Cluster-44544.1,Cluster_44544_1.p1
Cluster-44544.1,Cluster_44544_1.p2
Cluster-44544.1,Cluster_44544_1.p3
Cluster-36732.0,Cluster_36732_0.p1
Cluster-36732.0,Cluster_36732_0.p2
Cluster-15353.1,Cluster_15353_1.p1
Cluster-15353.1,Cluster_15353_1.p2
Cluster-15353.0,Cluster_15353_0.p1
Cluster-15353.2,Cluster_15353_2.p1
Cluster-34043.0,Cluster_34043_0.p1
Cluster-34043.0,Cluster_34043_0.p2
Cluster-34043.1,Cluster_34043_1.p1
Cluster-56268.1,Cluster_56268_1.p1
Cluster-56268.1,Cluster_56268_1.p2
Cluster-45492.0,Cluster_45492_0.p1
Cluster-35062.0,Cluster_35062_0.p1
Cluster-35062.1,Cluster_35062_1.p1
Cluster-61262.0,Cluster_61262_0.p1
Cluster-31004.0,Cluster_31004_0.p1
Cluster-13383.0,Cluster_13383_0.p1
Cluster-62433.0,Cluster_62433_0.p1
Cluster-28434.3,Cluster_28434_3.p1
Cluster-28434.2,Cluster_28434_2.p1
Cluster-28434.2,Cluster_28434_2.p2
Cluster-28434.2,Cluster_28434_2.p3
Cluster-33917.0,Cluster_33917_0.p1
Cluster-33917.0,Cluster_33917_0.p2
Cluster-53346.0,Cluster_53346_0.p1
Cluster-53346.0,Cluster_53346_0.p2
Cluster-51044.1,Cluster_51044_1.p1
Cluster-20521.4,Cluster_20521_4.p1
Cluster-20521.4,Cluster_20521_4.p2
Cluster-20521.5,Cluster_20521_5.p1
Cluster-20521.5,Cluster_20521_5.p2
Cluster-3611.0,Cluster_3611_0.p1
Cluster-3611.0,Cluster_3611_0.p2
Cluster-20521.1,Cluster_20521_1.p1
Cluster-20521.2,Cluster_20521_2.p1
Cluster-20521.2,Cluster_20521_2.p2
Cluster-20521.3,Cluster_20521_3.p1
Cluster-59736.2,Cluster_59736_2.p1
Cluster-59736.2,Cluster_59736_2.p2
Cluster-40845.7,Cluster_40845_7.p1
Cluster-30794.1,Cluster_30794_1.p1
Cluster-30794.1,Cluster_30794_1.p2
Cluster-30794.1,Cluster_30794_1.p3
Cluster-30794.0,Cluster_30794_0.p1
Cluster-30794.0,Cluster_30794_0.p2
Cluster-53197.0,Cluster_53197_0.p1
Cluster-53197.0,Cluster_53197_0.p2
Cluster-591.16,Cluster_591_16.p1
Cluster-591.16,Cluster_591_16.p2
Cluster-44866.0,Cluster_44866_0.p1
Cluster-44866.1,Cluster_44866_1.p1
Cluster-44866.2,Cluster_44866_2.p1
Cluster-44866.3,Cluster_44866_3.p1
Cluster-61738.0,Cluster_61738_0.p1
Cluster-61738.0,Cluster_61738_0.p2
Cluster-61738.0,Cluster_61738_0.p3
Cluster-57567.0,Cluster_57567_0.p1
Cluster-57567.0,Cluster_57567_0.p2
Cluster-57567.0,Cluster_57567_0.p3
Cluster-57567.0,Cluster_57567_0.p4
Cluster-41108.0,Cluster_41108_0.p1
Cluster-23201.0,Cluster_23201_0.p1
Cluster-23201.0,Cluster_23201_0.p2
Cluster-23201.0,Cluster_23201_0.p3
Cluster-591.18,Cluster_591_18.p1
Cluster-591.18,Cluster_591_18.p2
Cluster-5596.2,Cluster_5596_2.p1
Cluster-5596.3,Cluster_5596_3.p1
Cluster-5596.5,Cluster_5596_5.p1
Cluster-45396.0,Cluster_45396_0.p1
Cluster-51868.0,Cluster_51868_0.p1
Cluster-47895.0,Cluster_47895_0.p1
Cluster-29714.0,Cluster_29714_0.p1
Cluster-54412.0,Cluster_54412_0.p1
Cluster-25499.1,Cluster_25499_1.p1
Cluster-25499.1,Cluster_25499_1.p2
Cluster-25499.0,Cluster_25499_0.p1
Cluster-47659.0,Cluster_47659_0.p1
Cluster-47659.0,Cluster_47659_0.p2
Cluster-47659.0,Cluster_47659_0.p3
Cluster-47659.0,Cluster_47659_0.p4
Cluster-47659.0,Cluster_47659_0.p5
Cluster-47659.0,Cluster_47659_0.p6
Cluster-50376.0,Cluster_50376_0.p1
Cluster-59475.2,Cluster_59475_2.p1
Cluster-59475.2,Cluster_59475_2.p2
Cluster-59475.1,Cluster_59475_1.p1
Cluster-59475.1,Cluster_59475_1.p2
Cluster-59475.1,Cluster_59475_1.p3
Cluster-59475.1,Cluster_59475_1.p4
Cluster-27091.0,Cluster_27091_0.p1
Cluster-15629.1,Cluster_15629_1.p1
Cluster-15629.0,Cluster_15629_0.p1
Cluster-29539.0,Cluster_29539_0.p1
Cluster-39933.0,Cluster_39933_0.p1
Cluster-53822.0,Cluster_53822_0.p1
Cluster-53822.0,Cluster_53822_0.p2
Cluster-39142.0,Cluster_39142_0.p1
Cluster-62614.0,Cluster_62614_0.p1
Cluster-62614.0,Cluster_62614_0.p2
Cluster-34525.0,Cluster_34525_0.p1
Cluster-34525.0,Cluster_34525_0.p2
Cluster-34525.0,Cluster_34525_0.p3
Cluster-57794.1,Cluster_57794_1.p1
Cluster-57794.1,Cluster_57794_1.p2
Cluster-46878.0,Cluster_46878_0.p1
Cluster-40210.0,Cluster_40210_0.p1
Cluster-53266.0,Cluster_53266_0.p1
Cluster-53266.0,Cluster_53266_0.p2
Cluster-53266.0,Cluster_53266_0.p3
Cluster-53266.0,Cluster_53266_0.p4
Cluster-14543.0,Cluster_14543_0.p1
Cluster-54867.0,Cluster_54867_0.p1
Cluster-44713.3,Cluster_44713_3.p1
Cluster-44713.3,Cluster_44713_3.p2
Cluster-44713.2,Cluster_44713_2.p1
Cluster-44713.2,Cluster_44713_2.p2
Cluster-44713.0,Cluster_44713_0.p1
Cluster-44713.0,Cluster_44713_0.p2
Cluster-25581.0,Cluster_25581_0.p1
Cluster-7683.5,Cluster_7683_5.p1
Cluster-7683.5,Cluster_7683_5.p2
Cluster-7683.5,Cluster_7683_5.p3
Cluster-7683.5,Cluster_7683_5.p4
Cluster-7683.5,Cluster_7683_5.p5
Cluster-7683.5,Cluster_7683_5.p6
Cluster-7683.5,Cluster_7683_5.p7
Cluster-52283.0,Cluster_52283_0.p1
Cluster-45748.0,Cluster_45748_0.p1
Cluster-41753.0,Cluster_41753_0.p1
Cluster-41753.0,Cluster_41753_0.p2
Cluster-46441.0,Cluster_46441_0.p1
Cluster-12899.0,Cluster_12899_0.p1
Cluster-13156.7,Cluster_13156_7.p1
Cluster-13156.0,Cluster_13156_0.p1
Cluster-13156.2,Cluster_13156_2.p1
Cluster-13156.2,Cluster_13156_2.p2
Cluster-13156.3,Cluster_13156_3.p1
Cluster-7500.0,Cluster_7500_0.p1
Cluster-13156.8,Cluster_13156_8.p1
Cluster-47192.0,Cluster_47192_0.p1
Cluster-54992.0,Cluster_54992_0.p1
Cluster-32121.0,Cluster_32121_0.p1
Cluster-30621.7,Cluster_30621_7.p1
Cluster-30621.7,Cluster_30621_7.p2
Cluster-30621.4,Cluster_30621_4.p1
Cluster-10468.12,Cluster_10468_12.p1
Cluster-10468.12,Cluster_10468_12.p2
Cluster-10468.11,Cluster_10468_11.p1
Cluster-10468.10,Cluster_10468_10.p1
Cluster-21981.4,Cluster_21981_4.p1
Cluster-40145.2,Cluster_40145_2.p1
Cluster-33389.0,Cluster_33389_0.p1
Cluster-47657.1,Cluster_47657_1.p1
Cluster-30646.0,Cluster_30646_0.p1
Cluster-30646.0,Cluster_30646_0.p2
Cluster-30646.0,Cluster_30646_0.p3
Cluster-30646.0,Cluster_30646_0.p4
Cluster-42701.0,Cluster_42701_0.p1
Cluster-44915.7,Cluster_44915_7.p1
Cluster-57186.0,Cluster_57186_0.p1
Cluster-57186.0,Cluster_57186_0.p2
Cluster-54684.1,Cluster_54684_1.p1
Cluster-24662.0,Cluster_24662_0.p1
Cluster-41001.1,Cluster_41001_1.p1
Cluster-41001.1,Cluster_41001_1.p2
Cluster-39083.0,Cluster_39083_0.p1
Cluster-39083.0,Cluster_39083_0.p2
Cluster-47113.0,Cluster_47113_0.p1
Cluster-47113.0,Cluster_47113_0.p2
Cluster-9819.0,Cluster_9819_0.p1
Cluster-40050.2,Cluster_40050_2.p1
Cluster-40050.2,Cluster_40050_2.p2
Cluster-40050.2,Cluster_40050_2.p3
Cluster-44915.4,Cluster_44915_4.p1
Cluster-44915.4,Cluster_44915_4.p2
Cluster-48604.0,Cluster_48604_0.p1
Cluster-48604.0,Cluster_48604_0.p2
Cluster-21398.3,Cluster_21398_3.p1
Cluster-21398.3,Cluster_21398_3.p2
Cluster-39867.0,Cluster_39867_0.p1
Cluster-39867.0,Cluster_39867_0.p2
Cluster-39867.0,Cluster_39867_0.p3
Cluster-20260.0,Cluster_20260_0.p1
Cluster-21398.4,Cluster_21398_4.p1
Cluster-33110.5,Cluster_33110_5.p1
Cluster-43628.5,Cluster_43628_5.p1
Cluster-43628.4,Cluster_43628_4.p1
Cluster-43628.4,Cluster_43628_4.p2
Cluster-43628.4,Cluster_43628_4.p3
Cluster-43628.6,Cluster_43628_6.p1
Cluster-43628.1,Cluster_43628_1.p1
Cluster-31889.0,Cluster_31889_0.p1
Cluster-43628.3,Cluster_43628_3.p1
Cluster-43628.3,Cluster_43628_3.p2
Cluster-43628.2,Cluster_43628_2.p1
Cluster-43628.2,Cluster_43628_2.p2
Cluster-49675.0,Cluster_49675_0.p1
Cluster-49675.0,Cluster_49675_0.p2
Cluster-33110.1,Cluster_33110_1.p1
Cluster-19972.1,Cluster_19972_1.p1
Cluster-57606.0,Cluster_57606_0.p1
Cluster-57606.0,Cluster_57606_0.p2
Cluster-57606.0,Cluster_57606_0.p3
Cluster-59204.0,Cluster_59204_0.p1
Cluster-40357.2,Cluster_40357_2.p1
Cluster-40357.2,Cluster_40357_2.p2
Cluster-40357.2,Cluster_40357_2.p3
Cluster-56240.1,Cluster_56240_1.p1
Cluster-56240.1,Cluster_56240_1.p2
Cluster-56240.0,Cluster_56240_0.p1
Cluster-56240.0,Cluster_56240_0.p2
Cluster-56240.0,Cluster_56240_0.p3
Cluster-56240.2,Cluster_56240_2.p1
Cluster-56240.2,Cluster_56240_2.p2
Cluster-41113.3,Cluster_41113_3.p1
Cluster-41113.3,Cluster_41113_3.p2
Cluster-19960.8,Cluster_19960_8.p1
Cluster-19960.0,Cluster_19960_0.p1
Cluster-19960.7,Cluster_19960_7.p1
Cluster-19960.7,Cluster_19960_7.p2
Cluster-19960.6,Cluster_19960_6.p1
Cluster-19960.6,Cluster_19960_6.p2
Cluster-48786.0,Cluster_48786_0.p1
Cluster-48786.0,Cluster_48786_0.p2
Cluster-22863.0,Cluster_22863_0.p1
Cluster-22863.0,Cluster_22863_0.p2
Cluster-45810.0,Cluster_45810_0.p1
Cluster-48405.2,Cluster_48405_2.p1
Cluster-48405.2,Cluster_48405_2.p2
Cluster-48405.2,Cluster_48405_2.p3
Cluster-1823.0,Cluster_1823_0.p1
Cluster-37408.2,Cluster_37408_2.p1
Cluster-37408.2,Cluster_37408_2.p2
Cluster-37408.2,Cluster_37408_2.p3
Cluster-37408.3,Cluster_37408_3.p1
Cluster-37408.3,Cluster_37408_3.p2
Cluster-37408.3,Cluster_37408_3.p3
Cluster-40165.0,Cluster_40165_0.p1
Cluster-30747.0,Cluster_30747_0.p1
Cluster-39138.0,Cluster_39138_0.p1
Cluster-39138.0,Cluster_39138_0.p2
Cluster-37408.6,Cluster_37408_6.p1
Cluster-37408.6,Cluster_37408_6.p2
Cluster-59086.0,Cluster_59086_0.p1
Cluster-61296.0,Cluster_61296_0.p1
Cluster-1234.2,Cluster_1234_2.p1
Cluster-1234.2,Cluster_1234_2.p2
Cluster-1234.2,Cluster_1234_2.p3
Cluster-1234.1,Cluster_1234_1.p1
Cluster-1234.1,Cluster_1234_1.p2
Cluster-1234.0,Cluster_1234_0.p1
Cluster-1234.0,Cluster_1234_0.p2
Cluster-38602.0,Cluster_38602_0.p1
Cluster-38602.0,Cluster_38602_0.p2
Cluster-38602.0,Cluster_38602_0.p3
Cluster-38602.0,Cluster_38602_0.p4
Cluster-38602.0,Cluster_38602_0.p5
Cluster-8902.3,Cluster_8902_3.p1
Cluster-50967.0,Cluster_50967_0.p1
Cluster-50967.0,Cluster_50967_0.p2
Cluster-3994.0,Cluster_3994_0.p1
Cluster-3994.0,Cluster_3994_0.p2
Cluster-54217.0,Cluster_54217_0.p1
Cluster-48336.0,Cluster_48336_0.p1
Cluster-48336.0,Cluster_48336_0.p2
Cluster-48336.0,Cluster_48336_0.p3
Cluster-29595.0,Cluster_29595_0.p1
Cluster-29595.0,Cluster_29595_0.p2
Cluster-29595.0,Cluster_29595_0.p3
Cluster-30185.0,Cluster_30185_0.p1
Cluster-30185.0,Cluster_30185_0.p2
Cluster-30536.1,Cluster_30536_1.p1
Cluster-17929.0,Cluster_17929_0.p1
Cluster-61700.0,Cluster_61700_0.p1
Cluster-47113.1,Cluster_47113_1.p1
Cluster-47113.1,Cluster_47113_1.p2
Cluster-47113.1,Cluster_47113_1.p3
Cluster-47113.1,Cluster_47113_1.p4
Cluster-49964.0,Cluster_49964_0.p1
Cluster-49964.0,Cluster_49964_0.p2
Cluster-44187.0,Cluster_44187_0.p1
Cluster-44187.0,Cluster_44187_0.p2
Cluster-44187.0,Cluster_44187_0.p3
Cluster-2627.0,Cluster_2627_0.p1
Cluster-42330.1,Cluster_42330_1.p1
Cluster-42330.1,Cluster_42330_1.p2
Cluster-42330.1,Cluster_42330_1.p3
Cluster-42330.1,Cluster_42330_1.p4
Cluster-42330.1,Cluster_42330_1.p5
Cluster-42330.1,Cluster_42330_1.p6
Cluster-6692.0,Cluster_6692_0.p1
Cluster-56375.0,Cluster_56375_0.p1
Cluster-56375.0,Cluster_56375_0.p2
Cluster-41140.0,Cluster_41140_0.p1
Cluster-41140.0,Cluster_41140_0.p2
Cluster-41140.1,Cluster_41140_1.p1
Cluster-23712.1,Cluster_23712_1.p1
Cluster-23712.1,Cluster_23712_1.p2
Cluster-7331.2,Cluster_7331_2.p1
Cluster-48892.0,Cluster_48892_0.p1
Cluster-43851.0,Cluster_43851_0.p1
Cluster-35922.2,Cluster_35922_2.p1
Cluster-35922.2,Cluster_35922_2.p2
Cluster-13522.0,Cluster_13522_0.p1
Cluster-13522.0,Cluster_13522_0.p2
Cluster-59425.0,Cluster_59425_0.p1
Cluster-39619.1,Cluster_39619_1.p1
Cluster-15392.0,Cluster_15392_0.p1
Cluster-15392.0,Cluster_15392_0.p2
Cluster-39619.2,Cluster_39619_2.p1
Cluster-39619.3,Cluster_39619_3.p1
Cluster-36814.0,Cluster_36814_0.p1
Cluster-36814.0,Cluster_36814_0.p2
Cluster-38226.0,Cluster_38226_0.p1
Cluster-38226.0,Cluster_38226_0.p2
Cluster-38226.5,Cluster_38226_5.p1
Cluster-38226.6,Cluster_38226_6.p1
Cluster-38226.6,Cluster_38226_6.p2
Cluster-52020.1,Cluster_52020_1.p1
Cluster-58373.0,Cluster_58373_0.p1
Cluster-58373.0,Cluster_58373_0.p2
Cluster-53571.0,Cluster_53571_0.p1
Cluster-53571.0,Cluster_53571_0.p2
Cluster-21488.0,Cluster_21488_0.p1
Cluster-32725.1,Cluster_32725_1.p1
Cluster-32725.1,Cluster_32725_1.p2
Cluster-32725.1,Cluster_32725_1.p3
Cluster-32725.0,Cluster_32725_0.p1
Cluster-32725.0,Cluster_32725_0.p2
Cluster-32725.0,Cluster_32725_0.p3
Cluster-54599.0,Cluster_54599_0.p1
Cluster-29901.0,Cluster_29901_0.p1
Cluster-29901.0,Cluster_29901_0.p2
Cluster-7868.0,Cluster_7868_0.p1
Cluster-15100.0,Cluster_15100_0.p1
Cluster-15100.0,Cluster_15100_0.p2
Cluster-49158.0,Cluster_49158_0.p1
Cluster-49158.0,Cluster_49158_0.p2
Cluster-49158.0,Cluster_49158_0.p3
Cluster-45947.1,Cluster_45947_1.p1
Cluster-15283.2,Cluster_15283_2.p1
Cluster-15283.2,Cluster_15283_2.p2
Cluster-15283.1,Cluster_15283_1.p1
Cluster-15283.1,Cluster_15283_1.p2
Cluster-15283.1,Cluster_15283_1.p3
Cluster-15283.0,Cluster_15283_0.p1
Cluster-15283.0,Cluster_15283_0.p2
Cluster-15283.0,Cluster_15283_0.p3
Cluster-15283.0,Cluster_15283_0.p4
Cluster-9483.1,Cluster_9483_1.p1
Cluster-9483.0,Cluster_9483_0.p1
Cluster-9483.0,Cluster_9483_0.p2
Cluster-5703.3,Cluster_5703_3.p1
Cluster-58327.0,Cluster_58327_0.p1
Cluster-35799.1,Cluster_35799_1.p1
Cluster-35799.0,Cluster_35799_0.p1
Cluster-61232.0,Cluster_61232_0.p1
Cluster-2522.0,Cluster_2522_0.p1
Cluster-2522.0,Cluster_2522_0.p2
Cluster-51770.3,Cluster_51770_3.p1
Cluster-61320.1,Cluster_61320_1.p1
Cluster-8895.1,Cluster_8895_1.p1
Cluster-20284.10,Cluster_20284_10.p1
Cluster-7434.0,Cluster_7434_0.p1
Cluster-7434.0,Cluster_7434_0.p2
Cluster-38497.0,Cluster_38497_0.p1
Cluster-833.0,Cluster_833_0.p1
Cluster-54480.0,Cluster_54480_0.p1
Cluster-45959.0,Cluster_45959_0.p1
Cluster-6878.0,Cluster_6878_0.p1
Cluster-20031.0,Cluster_20031_0.p1
Cluster-12847.0,Cluster_12847_0.p1
Cluster-12847.0,Cluster_12847_0.p2
Cluster-29756.26,Cluster_29756_26.p1
Cluster-45863.0,Cluster_45863_0.p1
Cluster-42522.0,Cluster_42522_0.p1
Cluster-42522.0,Cluster_42522_0.p2
Cluster-42522.0,Cluster_42522_0.p3
Cluster-51613.0,Cluster_51613_0.p1
Cluster-54480.2,Cluster_54480_2.p1
Cluster-54480.2,Cluster_54480_2.p2
Cluster-58208.0,Cluster_58208_0.p1
Cluster-46423.1,Cluster_46423_1.p1
Cluster-46423.1,Cluster_46423_1.p2
Cluster-46423.1,Cluster_46423_1.p3
Cluster-46423.1,Cluster_46423_1.p4
Cluster-51843.0,Cluster_51843_0.p1
Cluster-61815.0,Cluster_61815_0.p1
Cluster-48835.0,Cluster_48835_0.p1
Cluster-48835.0,Cluster_48835_0.p2
Cluster-48835.0,Cluster_48835_0.p3
Cluster-48835.1,Cluster_48835_1.p1
Cluster-48835.1,Cluster_48835_1.p2
Cluster-48835.1,Cluster_48835_1.p3
Cluster-48835.1,Cluster_48835_1.p4
Cluster-48835.1,Cluster_48835_1.p5
Cluster-59261.0,Cluster_59261_0.p1
Cluster-36944.0,Cluster_36944_0.p1
Cluster-36944.0,Cluster_36944_0.p2
Cluster-36944.0,Cluster_36944_0.p3
Cluster-36944.0,Cluster_36944_0.p4
Cluster-36944.0,Cluster_36944_0.p5
Cluster-36944.0,Cluster_36944_0.p6
Cluster-36944.1,Cluster_36944_1.p1
Cluster-36944.1,Cluster_36944_1.p2
Cluster-36944.1,Cluster_36944_1.p3
Cluster-36944.1,Cluster_36944_1.p4
Cluster-36944.1,Cluster_36944_1.p5
Cluster-34397.0,Cluster_34397_0.p1
Cluster-34397.0,Cluster_34397_0.p2
Cluster-34397.0,Cluster_34397_0.p3
Cluster-34397.0,Cluster_34397_0.p4
Cluster-34397.1,Cluster_34397_1.p1
Cluster-34397.1,Cluster_34397_1.p2
Cluster-34397.1,Cluster_34397_1.p3
Cluster-38875.3,Cluster_38875_3.p1
Cluster-38875.3,Cluster_38875_3.p2
Cluster-38875.3,Cluster_38875_3.p3
Cluster-57442.0,Cluster_57442_0.p1
Cluster-57442.0,Cluster_57442_0.p2
Cluster-57442.0,Cluster_57442_0.p3
Cluster-61937.0,Cluster_61937_0.p1
Cluster-61937.0,Cluster_61937_0.p2
